N,P,K,temperature,humidity,ph,rainfall,label,month,soil_type
32.7202,83.9347,117.5296,18.482,82.3425,7.1954,230.8055,wheat,10,alluvial
35.0,64.0,15.0,28.47,63.54,6.5,69.53,blackgram,6,clay
74.0,54.0,38.0,25.6555,83.4702,7.1203,217.3789,rice,7,clay
22.0,64.0,82.0,19.4897,17.1726,6.474,87.5131,chickpea,10,sandy
108.0747,25.9627,52.0747,28.833,94.1398,6.2084,26.1356,muskmelon,2,sandy
20.0,79.0,77.0,18.55,16.03,7.65,76.33,chickpea,10,sandy
28.0,10.0,30.0,29.8691,91.1472,6.3057,192.7679,coconut,1,sandy
63.0,40.3568,44.6784,24.9958,86.5981,7.0477,194.8746,jute,6,alluvial
26.1577,30.0,6.6846,32.627,91.6612,7.3606,113.3079,orange,7,loamy
39.0,141.2326,201.0,39.5283,80.8586,5.6293,70.0103,grapes,1,loamy
93.0,43.0,38.0,23.6148,86.1429,6.9873,150.2355,jute,6,alluvial
59.0,62.0,52.0,43.6755,93.1089,6.6087,103.8236,papaya,3,alluvial
84.0051,21.0,54.9848,28.4759,94.7663,6.4879,21.0932,muskmelon,2,sandy
32.3166,129.7889,204.5528,21.9749,92.0739,6.0674,108.0286,apple,1,loamy
94.0,43.0,77.0,34.35,85.32,5.12,296.02,maize,6,alluvial
48.0912,17.459,184.3557,32.3866,72.1593,6.691,270.5771,barley,10,alluvial
24.0,80.0,19.0,29.6789,69.0855,6.808,65.6644,blackgram,6,clay
6.9253,94.7097,94.5976,39.0834,73.3344,6.2184,60.2113,barley,10,alluvial
6.0,142.0,202.0,27.24,82.95,6.22,70.43,grapes,1,loamy
116.0,38.0,34.0,23.29,50.05,6.02,183.47,coffee,6,laterite
33.0,14.0,8.0,21.032,92.9642,7.6844,110.6824,orange,7,loamy
26.0,50.0,19.0,27.3179,51.6692,6.0052,32.5592,mothbeans,6,sandy
34.0798,77.5399,20.4601,29.5768,66.634,7.0472,71.0426,blackgram,6,clay
120.0,23.0,55.0,27.84,91.61,6.73,26.48,muskmelon,2,sandy
82.0,22.5144,47.0575,26.5255,86.3118,6.6969,53.1108,watermelon,2,sandy
37.2898,56.8599,83.8599,18.4648,17.888,6.8253,68.8632,chickpea,10,sandy
11.0,53.0,24.0,28.52,55.77,7.39,61.33,mothbeans,6,sandy
17.0,73.0,18.0,19.5011,34.5109,5.6324,197.3753,pigeonpeas,6,alluvial
27.0,76.0,83.0,19.13,14.92,6.29,89.62,chickpea,10,sandy
0.0,19.0,31.0,25.5179,94.3842,6.2719,178.7298,coconut,1,sandy
17.0,59.0,17.0,18.4167,23.4283,5.6899,132.9801,kidneybeans,10,loamy
33.0,134.0,205.0,21.0365,94.3392,6.0855,114.7413,apple,1,loamy
83.0,11.0,53.0,29.541,92.9178,6.1639,21.9653,muskmelon,2,sandy
125.0,39.0,71.0,38.95,41.0,8.96,234.36,sugarcane,2,alluvial
37.0,23.0,12.0,31.53,90.51,6.4,113.12,orange,7,loamy
40.0,59.0,23.0,36.8916,62.7318,5.2691,163.7267,pigeonpeas,6,alluvial
31.0,36.0,29.0,33.94,52.72,6.46,97.46,mango,2,loamy
89.0,60.0,17.0,25.38,57.21,5.98,101.7,maize,6,alluvial
9.0,56.0,17.0,26.1371,66.7729,6.2619,46.4828,lentil,10,loamy
36.0,61.0,21.0,34.5382,39.0447,5.617,168.5948,pigeonpeas,6,alluvial
8.0,136.0,201.0,41.658,82.2206,5.6096,74.1983,grapes,1,loamy
90.0,92.0,55.0,27.01,80.19,6.13,97.33,banana,3,clay
61.0,41.0,44.0,24.3697,82.1132,6.5379,159.9211,jute,6,alluvial
95.0,16.0,46.0,27.0767,90.1436,6.7467,24.4515,muskmelon,2,sandy
62.0,59.0,41.0,24.22,74.89,7.18,192.49,jute,6,alluvial
37.0,114.0,63.0,20.65,41.59,5.43,244.5,wheat,10,alluvial
33.0,116.0,135.0,34.58,78.42,4.75,155.74,soybean,6,black
53.0,65.0,76.0,20.1914,16.42,8.72,77.338,chickpea,10,sandy
2.0,16.0,168.0,28.81,59.74,6.77,66.51,barley,10,alluvial
7.5168,45.0,18.4832,28.0,85.8376,6.9266,43.2188,mungbean,3,sandy
83.0,7.0,45.0,29.0842,90.7389,6.7041,25.3301,muskmelon,2,sandy
5.3508,123.3508,200.4869,23.0055,93.9858,5.9587,109.4288,apple,1,loamy
31.0,56.0,23.0,31.4685,35.3945,5.6618,174.5724,pigeonpeas,6,alluvial
94.3845,29.3845,80.7553,24.6791,20.88,7.1436,234.8293,wheat,10,alluvial
104.9164,99.007,161.338,26.4286,74.4332,6.4785,138.529,soybean,6,black
93.0,5.0,19.0,30.56,27.23,8.02,294.36,soybean,6,black
35.0,58.0,20.0,29.39,63.48,5.76,90.05,pigeonpeas,6,alluvial
77.0,55.0,43.0,25.4994,75.9999,6.6636,193.7142,jute,6,alluvial
57.0,60.0,17.0,26.2377,67.8852,7.5046,73.5866,blackgram,6,clay
5.0,56.0,24.0,24.81,45.01,5.02,188.49,pigeonpeas,6,alluvial
21.9083,57.5764,12.4673,31.6775,40.5931,6.5001,102.2889,wheat,10,alluvial
45.15,58.08,78.0,20.2144,19.0054,7.6605,84.0733,chickpea,10,sandy
126.0,73.0,148.0,38.23,80.35,8.37,293.61,barley,10,alluvial
106.0,71.0,91.0,33.69,30.53,5.04,255.37,soybean,6,black
120.0,40.0,33.0,24.24,54.3,6.73,115.16,coffee,6,laterite
81.0,16.0,45.0,26.9,86.25,6.73,59.76,watermelon,2,sandy
63.2133,2.8069,114.758,33.0064,79.2952,6.7867,140.0468,sugarcane,2,alluvial
95.7622,10.5201,161.8338,27.3749,72.7656,7.2673,176.7732,sugarcane,2,alluvial
26.3893,64.3054,21.0,33.153,68.6553,7.3411,72.3184,blackgram,6,clay
109.0,79.0,45.0,27.67,79.69,6.49,108.66,banana,3,clay
14.0,21.0,35.0,29.525,91.9119,6.121,194.31,coconut,1,sandy
113.0,38.0,20.0,22.1072,78.5832,6.3647,74.9414,cotton,5,black
9.0,48.0,20.0,29.6646,84.2819,6.3776,56.0954,mungbean,3,sandy
20.2615,49.6731,21.8038,30.7264,46.5837,9.181,38.0823,mothbeans,6,sandy
58.0,79.0,17.0,27.25,66.1,7.04,62.32,blackgram,6,clay
117.0,27.0,48.0,26.53,82.39,6.84,54.31,watermelon,2,sandy
6.3485,70.0026,183.1904,33.1029,50.7163,6.7782,77.1839,sugarcane,2,alluvial
32.0,76.0,15.0,28.0515,63.498,7.6041,43.358,lentil,10,loamy
36.0671,10.3731,31.6269,28.2944,95.7066,6.0599,221.9195,coconut,1,sandy
100.0,54.0,108.0,29.1,70.03,7.94,130.0,wheat,10,alluvial
81.0,25.0,49.0,29.869,93.251,6.0765,26.2624,muskmelon,2,sandy
26.5678,121.5678,200.1482,22.5521,90.432,6.026,112.1604,apple,1,loamy
91.0,56.0,37.0,23.4319,80.5689,6.3635,269.5039,rice,7,clay
18.0147,28.4926,26.3044,26.1891,93.6582,6.0788,194.9649,coconut,1,sandy
37.0,23.0,28.0,25.6129,94.3139,5.7401,224.3207,coconut,1,sandy
108.2367,51.6467,102.9991,32.0505,75.4751,7.3723,131.0325,wheat,10,alluvial
120.0,7.0,47.0,24.25,83.04,6.65,54.77,watermelon,2,sandy
12.0,129.0,205.0,22.3624,91.1576,6.1194,118.6833,apple,1,loamy
72.0,87.0,134.0,24.95,46.08,5.49,82.58,barley,10,alluvial
100.8493,92.0,45.1507,28.2204,80.4047,5.8004,98.4181,banana,3,clay
97.0,74.0,45.0,26.4752,78.5183,5.6777,113.1161,banana,3,clay
31.0,79.0,25.0,23.19,22.31,5.9,63.38,kidneybeans,10,loamy
28.9844,53.9793,16.0156,27.7776,54.6345,8.1389,32.0526,mothbeans,6,sandy
89.0,113.0,91.0,39.52,61.5,7.84,296.84,wheat,10,alluvial
32.0,14.0,37.0,22.7303,88.4865,6.8262,104.6835,pomegranate,2,sandy
101.0,17.0,55.0,24.3712,87.1269,6.4515,44.6391,watermelon,2,sandy
114.0,79.0,51.0,26.2101,82.3438,6.3128,112.07,banana,3,clay
18.0,125.0,203.0,22.4431,91.5923,6.1603,102.5566,apple,1,loamy
12.0,67.0,23.0,25.63,63.15,6.59,45.5,lentil,10,loamy
21.0,72.0,17.0,31.52,66.56,7.58,61.71,blackgram,6,clay
44.0,107.0,157.0,33.85,31.23,4.97,286.92,cotton,5,black
38.0,61.0,21.0,30.2737,67.3868,4.6965,127.7767,pigeonpeas,6,alluvial
101.0,31.0,26.0,26.7092,69.7115,6.861,158.8607,coffee,6,laterite
50.9217,4.5616,130.5166,35.5385,23.2374,7.1221,164.04,soybean,6,black
0.0,137.0,195.0,22.4377,80.1878,6.3297,65.3985,grapes,1,loamy
57.0,45.0,117.0,30.03,59.01,4.72,291.74,cotton,5,black
28.0,37.0,28.0,32.13,50.53,6.1,98.63,mango,2,loamy
81.0,45.0,23.0,19.33,68.03,6.19,84.23,maize,6,alluvial
44.0,56.0,49.0,39.2334,91.2559,6.5198,64.4478,papaya,3,alluvial
0.0,70.0,21.0,36.3005,56.0302,4.6724,101.6074,pigeonpeas,6,alluvial
88.0,29.0,51.0,24.7189,88.9457,6.0957,48.4598,watermelon,2,sandy
22.0,64.0,82.0,19.4897,17.1726,6.474,87.5131,chickpea,10,sandy
82.431,22.7184,45.0,26.2015,85.8343,6.5057,55.0606,watermelon,2,sandy
37.9689,73.677,16.6148,23.8457,18.9046,5.6547,62.2025,kidneybeans,10,loamy
52.0,51.0,53.0,38.3823,93.1038,6.9858,210.2735,papaya,3,alluvial
80.0,77.0,49.0,26.0534,79.3973,5.5193,113.2298,banana,3,clay
33.0,80.0,22.0,28.5701,65.7177,6.594,70.0866,blackgram,6,clay
1.4417,122.2332,200.7668,23.4526,93.9091,5.7623,110.8803,apple,1,loamy
23.0,138.0,200.0,9.85,80.23,5.97,68.43,grapes,1,loamy
21.4163,120.5369,195.5369,19.0487,81.5522,5.9112,72.5129,grapes,1,loamy
31.0,130.0,198.0,21.8013,92.7345,5.5548,120.0587,apple,1,loamy
136.0,113.0,190.0,38.67,50.03,7.26,130.79,soybean,6,black
8.0,23.0,38.0,19.3,87.18,7.01,105.48,pomegranate,2,sandy
28.9674,25.4185,28.9674,30.9148,51.1109,5.3801,97.2412,mango,2,loamy
94.0,107.0,43.0,31.71,70.15,6.09,184.39,barley,10,alluvial
98.0,54.0,6.0,29.3,89.8,8.73,52.63,maize,6,alluvial
20.0,74.0,16.0,36.0435,43.6144,4.7595,159.8939,pigeonpeas,6,alluvial
15.0,133.0,199.0,23.9969,91.61,5.8248,117.6103,apple,1,loamy
38.9093,51.4543,45.6363,41.16,94.8689,6.6325,215.7675,papaya,3,alluvial
12.0,129.0,205.0,22.3624,91.1576,6.1194,118.6833,apple,1,loamy
1.6065,132.6065,199.6967,17.4942,82.4494,5.6798,67.9335,grapes,1,loamy
117.0,86.0,48.0,28.6956,82.542,6.2252,116.1617,banana,3,clay
88.0,78.0,45.0,29.104,79.1959,6.3243,92.0784,banana,3,clay
63.0,39.4531,44.2265,24.5708,86.1907,6.944,192.4172,jute,6,alluvial
61.0,41.0,44.0,24.37,82.11,6.54,159.92,jute,6,alluvial
33.2868,24.5426,39.3721,24.9545,93.252,6.7314,106.8845,pomegranate,2,sandy
27.0,74.0,20.0,24.6949,59.9667,5.8598,91.9579,pigeonpeas,6,alluvial
68.0,16.0,169.0,25.86,82.7,6.3,269.44,cotton,5,black
31.0,8.0,7.0,34.51,93.64,7.16,103.57,orange,7,loamy
56.0,76.0,16.0,28.2727,61.1896,7.5132,63.299,blackgram,6,clay
13.0,72.0,21.0,24.32,21.03,5.82,60.28,kidneybeans,10,loamy
38.0,72.0,21.0,28.2321,49.4411,5.9011,186.5004,pigeonpeas,6,alluvial
56.0,79.0,15.0,29.48,63.2,7.45,71.89,blackgram,6,clay
26.3687,66.1843,21.8157,18.749,64.8476,6.291,50.6419,lentil,10,loamy
10.0,59.0,15.0,29.8304,89.3043,6.324,58.8669,mungbean,3,sandy
118.0,12.0,47.0,27.97,92.17,6.01,28.95,muskmelon,2,sandy
0.0,17.0,30.0,35.47,47.97,6.28,97.79,mango,2,loamy
97.0,8.0,52.0,24.91,86.97,6.24,49.49,watermelon,2,sandy
28.0,112.0,84.0,36.63,50.95,8.54,221.11,rice,7,clay
9.0589,61.9593,80.7921,32.4921,36.4233,8.2456,256.9741,barley,10,alluvial
17.6916,12.2056,8.0,12.3257,91.653,6.2076,119.3919,orange,7,loamy
11.0,36.0,33.0,35.9901,52.2278,5.9786,95.3713,mango,2,loamy
38.0,77.0,22.0,28.23,69.32,6.31,35.37,lentil,10,loamy
57.0151,86.9773,121.236,32.5695,48.547,5.6208,143.2715,sugarcane,2,alluvial
85.0,9.0,53.0,28.2062,92.868,6.4477,28.7865,muskmelon,2,sandy
53.0,45.0,101.0,26.48,82.67,4.97,212.17,sugarcane,2,alluvial
22.0,123.0,205.0,32.45,83.89,5.9,68.74,grapes,1,loamy
3.7038,16.2592,30.7408,35.8346,48.509,5.0025,97.9505,mango,2,loamy
67.0,55.0,44.0,26.2825,75.1477,7.2512,182.2691,jute,6,alluvial
106.0,21.0,35.0,25.63,57.04,7.43,188.55,coffee,6,laterite
111.0,2.0,48.0,31.95,22.44,8.23,194.69,barley,10,alluvial
1.7023,36.0,30.2557,31.3808,50.1535,5.6362,92.4663,mango,2,loamy
32.0,25.0,9.0,10.3561,93.7565,7.796,101.1457,orange,7,loamy
29.8434,76.2652,75.4217,18.7555,17.1454,7.6757,88.8185,chickpea,10,sandy
4.0,36.0,22.0,27.6089,86.1332,7.0127,43.8004,mungbean,3,sandy
39.0,139.0,201.0,41.1866,81.0178,5.54,68.689,grapes,1,loamy
21.2838,39.0709,20.0709,28.1151,82.0498,7.007,46.5741,mungbean,3,sandy
21.0,44.0,18.0,27.07,86.9,7.13,50.47,mungbean,3,sandy
99.0,40.0,32.0,24.1847,69.9481,7.0455,163.2709,coffee,6,laterite
37.0,74.0,15.0,24.9236,18.2259,5.5822,62.7089,kidneybeans,10,loamy
18.3647,23.3647,14.8729,20.1335,93.8011,7.084,111.3602,orange,7,loamy
109.0,36.0,18.0,25.4006,76.5324,7.5247,62.5139,cotton,5,black
19.0,87.0,11.0,21.88,74.46,6.67,248.5,maize,6,alluvial
38.7653,94.979,168.1839,23.1022,52.3893,7.4448,231.6681,barley,10,alluvial
36.0,67.0,20.0,20.3908,60.4753,6.924,53.3151,lentil,10,loamy
17.5662,5.0,10.7397,21.1372,90.8658,6.3573,102.5822,orange,7,loamy
66.0,104.0,103.0,35.17,44.08,5.56,114.29,rice,7,clay
99.0,40.0,32.0,24.1847,69.9481,7.0455,163.2709,coffee,6,laterite
116.0,25.0,50.0,29.26,92.92,6.09,28.71,muskmelon,2,sandy
104.0,80.0,54.0,27.0901,81.339,5.8798,110.1307,banana,3,clay
20.0,30.0,27.0,27.8101,51.5945,4.7491,95.899,mango,2,loamy
28.0,145.0,202.0,19.21,82.9,6.48,66.83,grapes,1,loamy
78.0,6.0,148.0,34.29,60.43,8.71,64.16,cotton,5,black
28.0,48.0,15.0,25.16,55.25,9.25,40.9,mothbeans,6,sandy
37.0,135.0,205.0,11.8277,80.2827,5.5109,74.1023,grapes,1,loamy
120.0,48.0,16.0,22.4605,75.4099,7.457,71.8544,cotton,5,black
104.3922,39.3039,29.652,27.0797,56.0224,6.3489,142.7454,coffee,6,laterite
13.0,69.0,19.0,17.31,20.02,5.86,115.2,kidneybeans,10,loamy
46.0,86.0,99.0,24.27,89.32,4.72,111.36,sugarcane,2,alluvial
7.0,45.0,22.0,25.51,44.83,9.93,74.33,mothbeans,6,sandy
111.0,106.0,148.0,30.66,79.68,6.98,76.55,rice,7,clay
104.0,25.0,51.0,28.9636,93.8848,6.47,23.5613,muskmelon,2,sandy
36.0,19.0,32.0,27.1082,50.7093,4.9419,92.3715,mango,2,loamy
81.0,30.0,48.0,28.5238,92.0969,6.041,29.8668,muskmelon,2,sandy
115.6149,29.1553,32.4596,23.7442,63.0871,6.5821,122.286,coffee,6,laterite
21.0,21.0,30.0,27.7,51.42,5.4,100.77,mango,2,loamy
6.0,144.0,198.0,21.11,90.32,5.56,104.51,apple,1,loamy
98.0,91.0,10.0,25.98,52.55,4.61,130.7,soybean,6,black
57.5708,60.5708,83.7146,18.9506,17.8194,7.0222,74.7649,chickpea,10,sandy
32.0054,47.9946,17.9946,26.4513,56.3558,6.0043,64.1587,mothbeans,6,sandy
40.0,79.0,17.0,21.127,63.1874,6.4037,38.7183,lentil,10,loamy
5.0,45.0,21.0,28.3629,88.0099,6.4871,43.0513,mungbean,3,sandy
81.5117,7.0233,54.4883,24.8996,85.6504,6.1331,50.9531,watermelon,2,sandy
38.808,99.404,12.5555,32.2499,73.1512,7.2609,87.2641,wheat,10,alluvial
58.0,55.0,47.0,26.05,93.69,6.74,240.69,papaya,3,alluvial
118.0,21.0,34.0,24.3853,64.7254,7.2343,119.6324,coffee,6,laterite
35.0,67.0,49.0,41.3133,91.1509,6.6171,239.7428,papaya,3,alluvial
75.0,53.0,18.0,20.69,59.44,6.86,103.65,maize,6,alluvial
27.3584,37.0,28.6416,33.1789,50.1866,6.1212,98.2388,mango,2,loamy
39.0,5.0,31.0,27.1,93.7,5.55,150.95,coconut,1,sandy
60.0,54.0,19.0,18.75,62.5,6.42,70.23,maize,6,alluvial
4.0,21.0,86.0,20.68,24.93,8.43,161.46,cotton,5,black
58.5371,60.8428,51.7686,42.601,92.7346,6.6985,104.2977,papaya,3,alluvial
74.0,56.0,22.0,18.2836,66.6595,6.8292,80.9757,maize,6,alluvial
99.0,38.0,21.0,22.8833,71.5972,6.3525,67.7278,maize,6,alluvial
78.5073,63.9063,168.5815,28.2384,72.7388,6.1503,248.4945,soybean,6,black
5.0,45.0,14.0,29.88,56.73,6.11,89.19,barley,10,alluvial
65.0,63.0,50.0,31.88,91.33,6.52,79.27,papaya,3,alluvial
1.0,30.0,29.0,28.33,51.4,6.43,91.67,mango,2,loamy
34.0,108.0,198.0,16.99,72.0,7.78,200.8,sugarcane,2,alluvial
22.0,17.0,26.0,28.6982,47.7188,4.7544,99.6425,mango,2,loamy
49.0,55.0,78.0,18.6558,16.1777,7.8631,81.7077,chickpea,10,sandy
11.0,143.0,197.0,22.9846,93.3204,5.8757,122.1952,apple,1,loamy
107.4029,114.591,52.4985,20.8365,56.0435,6.2115,272.8691,barley,10,alluvial
22.0,60.0,24.0,18.7814,20.2485,5.6304,104.2581,kidneybeans,10,loamy
62.3988,13.1612,114.827,29.352,24.6993,6.4262,156.2582,soybean,6,black
23.0,138.0,195.0,22.491,91.7029,5.796,124.3915,apple,1,loamy
80.0,81.0,122.0,28.04,32.02,8.71,195.52,rice,7,clay
6.9578,63.0422,23.8945,19.5306,64.5297,6.8221,52.9571,lentil,10,loamy
92.0,85.0,51.0,29.22,81.08,5.74,108.86,banana,3,clay
115.0,11.0,46.0,24.4159,89.3966,6.6232,40.3216,watermelon,2,sandy
22.9695,29.7865,44.0,20.9153,85.5485,6.1207,103.1615,pomegranate,2,sandy
69.0,64.0,47.0,40.212,94.5077,6.9935,186.6762,papaya,3,alluvial
10.0,55.0,23.0,21.1892,19.6323,5.7291,137.1925,kidneybeans,10,loamy
117.0,37.0,32.0,23.1069,67.0623,6.7877,162.577,coffee,6,laterite
11.2817,40.3521,23.0,29.229,62.9359,5.9,49.9057,mothbeans,6,sandy
37.0,73.0,21.0,29.503,63.4651,5.5602,189.5209,pigeonpeas,6,alluvial
3.0,72.0,24.0,36.51,57.93,6.03,122.65,pigeonpeas,6,alluvial
29.9741,143.0,199.0052,23.7702,90.6114,5.8012,102.2515,apple,1,loamy
36.0,57.0,16.0,28.61,57.14,8.29,57.03,mothbeans,6,sandy
81.0,49.0,20.0,18.0405,60.6112,5.5109,104.2305,maize,6,alluvial
86.0,31.0,35.0,27.0121,60.7665,6.4858,191.4509,coffee,6,laterite
82.0,20.0,54.0,29.3403,90.0151,6.5412,21.4453,muskmelon,2,sandy
15.0,28.0,32.0,28.8427,99.6433,6.2186,224.4017,coconut,1,sandy
93.0,43.0,38.0,23.61,86.14,6.99,150.24,jute,6,alluvial
34.6675,106.0867,187.1967,24.4761,59.127,5.3636,144.3202,wheat,10,alluvial
132.0315,26.4186,73.7223,30.255,81.4734,7.5592,122.8554,wheat,10,alluvial
6.0,13.0,29.0,27.31,99.97,5.83,201.83,coconut,1,sandy
34.0,56.0,17.0,33.4116,35.4295,4.5489,139.6702,pigeonpeas,6,alluvial
32.0,141.0,203.0,21.2596,92.8428,5.8209,109.0672,apple,1,loamy
24.0,33.0,35.0,29.26,54.82,5.34,100.76,mango,2,loamy
52.0,70.0,16.0,33.67,66.6,7.53,67.33,blackgram,6,clay
98.8834,76.7915,50.8834,25.3798,83.1758,6.175,93.454,banana,3,clay
96.6551,11.338,51.662,25.3594,84.3175,6.5255,43.4889,watermelon,2,sandy
27.0,24.0,41.0,24.33,90.88,6.61,110.46,pomegranate,2,sandy
123.0,50.0,16.0,23.0492,75.5384,6.4981,70.6564,cotton,5,black
30.0,41.0,15.0,24.8321,44.1709,5.8851,52.0811,mothbeans,6,sandy
102.0,11.0,47.0,27.99,92.78,6.5,27.15,muskmelon,2,sandy
2.0,24.0,34.0,28.8941,54.8075,6.4728,94.7632,mango,2,loamy
28.0,130.0,196.0,22.1345,94.677,6.0624,112.9203,apple,1,loamy
54.0,37.0,124.0,26.01,71.71,8.63,163.91,wheat,10,alluvial
92.9061,83.1878,46.4695,29.365,83.2728,5.7672,109.2134,banana,3,clay
36.0,38.0,15.0,28.3636,87.5981,6.3207,57.9952,mungbean,3,sandy
48.0,28.0,27.0,23.82,33.54,7.36,175.47,barley,10,alluvial
61.0,46.0,5.0,19.0,73.5,4.94,98.06,soybean,6,black
128.0,38.0,132.0,15.11,52.08,8.11,96.65,rice,7,clay
66.451,52.8392,52.2902,39.0974,91.3264,6.9005,170.0015,papaya,3,alluvial
89.0,40.0,43.0,26.25,72.97,7.12,189.97,jute,6,alluvial
36.0,144.0,196.0,23.6517,94.5053,6.4969,115.3611,apple,1,loamy
32.0,120.0,204.0,10.38,83.4492,6.1398,67.3903,grapes,1,loamy
13.0,60.0,25.0,17.1369,20.5954,5.686,128.2569,kidneybeans,10,loamy
93.3016,22.1508,47.5477,28.9285,91.3792,6.7005,21.7967,muskmelon,2,sandy
118.4939,11.0244,52.0244,25.5657,86.906,6.1437,42.4551,watermelon,2,sandy
10.3466,56.3864,21.9602,20.6996,19.5867,5.7283,137.4014,kidneybeans,10,loamy
40.0,16.0,35.0,31.89,49.02,6.48,89.59,mango,2,loamy
26.4704,136.4113,200.2056,23.3125,93.0924,5.8917,104.0019,apple,1,loamy
25.0,7.0,35.0,28.39,99.19,5.56,189.67,coconut,1,sandy
17.0,136.0,196.0,23.87,90.5,5.88,103.05,apple,1,loamy
82.0,48.0,36.0,25.7935,81.769,6.3521,193.2418,jute,6,alluvial
83.1413,9.7518,190.2754,25.4343,48.6871,5.1872,74.6383,sugarcane,2,alluvial
51.2555,115.891,196.5097,28.468,30.9348,5.1731,278.7027,wheat,10,alluvial
39.0,71.0,84.0,20.28,16.4,8.14,82.52,chickpea,10,sandy
81.0,6.0,55.0,24.8891,85.8706,6.1101,51.707,watermelon,2,sandy
45.0,58.0,49.0,30.11,90.35,6.83,75.25,papaya,3,alluvial
115.0,48.0,16.0,25.5436,84.0923,7.1759,88.9425,cotton,5,black
54.0,62.0,80.0,17.49,16.39,7.49,79.46,chickpea,10,sandy
26.9435,85.6141,138.3082,30.4018,53.9858,7.3388,250.811,sugarcane,2,alluvial
39.0,77.0,21.0,22.9977,60.2422,4.6036,159.6893,pigeonpeas,6,alluvial
5.7408,29.7408,41.0369,22.3177,91.8703,6.1583,106.4005,pomegranate,2,sandy
29.0,132.0,204.0,23.09,90.23,6.1,108.22,apple,1,loamy
10.1922,64.3845,153.3272,31.2209,77.6234,4.6817,109.301,wheat,10,alluvial
34.0,21.0,42.0,18.7595,89.9329,6.6492,111.0198,pomegranate,2,sandy
111.0,32.0,34.0,25.47,69.35,6.39,171.38,coffee,6,laterite
32.1788,139.0,198.8941,35.4369,82.6402,6.2393,67.2801,grapes,1,loamy
31.0,72.0,17.0,28.69,49.47,5.83,96.36,pigeonpeas,6,alluvial
10.7291,71.0903,17.0,19.9782,21.3178,5.7433,83.1544,kidneybeans,10,loamy
37.0,36.0,27.0,27.553,47.9086,5.9106,90.4033,mango,2,loamy
136.0,76.0,13.0,17.22,80.53,6.3,206.51,wheat,10,alluvial
112.1723,21.0,53.1854,26.1105,87.4212,6.7292,47.7674,watermelon,2,sandy
131.0,103.0,26.0,25.56,33.57,5.06,210.69,rice,7,clay
2.2158,24.8633,33.7842,29.2056,53.5297,6.3179,94.691,mango,2,loamy
13.7026,48.0,20.9405,29.2706,84.7699,6.9549,53.591,mungbean,3,sandy
118.0,88.0,51.0,25.4497,79.4908,6.2007,100.6607,banana,3,clay
26.451,17.3355,67.6275,30.6895,30.3172,4.9885,159.6734,barley,10,alluvial
113.2799,30.0,50.0,25.9599,84.2119,6.3099,44.067,watermelon,2,sandy
31.4075,47.8642,17.2717,28.6672,86.7374,6.5871,53.712,mungbean,3,sandy
38.0,24.0,33.0,28.2895,97.0023,5.9722,142.9402,coconut,1,sandy
129.0,54.0,124.0,32.67,42.7,6.99,287.32,barley,10,alluvial
80.0,18.0,52.0,27.87,91.15,6.48,24.05,muskmelon,2,sandy
35.0,52.0,19.0,27.1061,89.8959,6.6986,37.4568,mungbean,3,sandy
20.0,41.0,20.0,29.27,89.49,7.07,50.92,mungbean,3,sandy
133.0,93.0,111.0,30.09,54.26,5.44,295.62,rice,7,clay
73.9811,39.8994,36.4402,25.9056,87.093,6.124,152.3946,jute,6,alluvial
7.0,60.0,25.0,28.2753,82.7602,6.3976,56.05,mungbean,3,sandy
37.2465,99.9941,144.7995,35.4424,78.5049,5.1158,150.7847,soybean,6,black
74.0,39.0,23.0,22.6265,65.7747,6.7807,88.1725,maize,6,alluvial
30.0,137.0,200.0,22.9114,90.7016,5.6011,118.6015,apple,1,loamy
85.3064,87.8979,33.4613,35.2733,72.307,4.8839,194.75,wheat,10,alluvial
25.0,68.0,19.0,29.4,64.26,7.11,67.48,blackgram,6,clay
52.0,65.0,20.0,32.8171,66.1567,6.8143,68.8392,blackgram,6,clay
92.9553,80.4822,175.5536,33.4839,63.82,7.6387,203.5805,barley,10,alluvial
19.9406,39.6534,164.6831,27.3233,46.9336,7.3175,155.0514,barley,10,alluvial
20.2623,22.2132,30.2623,26.0908,99.3832,5.787,166.0997,coconut,1,sandy
31.0,76.0,82.0,20.82,17.85,7.6,79.21,chickpea,10,sandy
100.0,56.0,40.0,26.39,83.31,7.43,176.15,jute,6,alluvial
73.0,1.0,154.0,36.15,30.28,5.46,267.0,wheat,10,alluvial
29.0,44.0,20.0,30.0409,63.5615,8.6201,31.8313,mothbeans,6,sandy
90.0,44.0,38.0,23.8351,83.8839,7.4731,241.2014,rice,7,clay
26.0,37.0,30.0,28.61,35.59,6.5,297.0,sugarcane,2,alluvial
41.0,5.0,45.0,25.41,37.58,5.88,143.96,wheat,10,alluvial
37.7812,18.2053,158.1366,23.5545,58.536,8.0014,98.1071,sugarcane,2,alluvial
6.0,64.0,23.0,23.34,67.4,7.07,36.19,lentil,10,loamy
102.0,37.0,25.0,25.3147,77.9176,5.9079,72.829,cotton,5,black
82.0,24.0,26.0,24.3127,53.5729,6.0894,184.4104,coffee,6,laterite
22.0,44.0,24.0,24.3094,56.3294,6.0304,58.9954,mothbeans,6,sandy
6.8617,56.0692,22.9308,26.3053,40.2451,5.6702,55.5078,mothbeans,6,sandy
